TransactionNo,Items,Hour,Weekday,Date/Time,Day Part,Day Type
5255,Salad,12,Tuesday,1/24/2017 12:13,Afternoon,Weekday
5255,Spanish Brunch,12,Tuesday,1/24/2017 12:13,Afternoon,Weekday
5256,Coke,12,Tuesday,1/24/2017 12:15,Afternoon,Weekday
5257,Tea,12,Tuesday,1/24/2017 12:20,Afternoon,Weekday
5258,Chicken Stew,12,Tuesday,1/24/2017 12:24,Afternoon,Weekday
5259,Bread,12,Tuesday,1/24/2017 12:30,Afternoon,Weekday
5260,Tea,12,Tuesday,1/24/2017 12:38,Afternoon,Weekday
5260,Coffee,12,Tuesday,1/24/2017 12:38,Afternoon,Weekday
5260,Soup,12,Tuesday,1/24/2017 12:38,Afternoon,Weekday
5260,Art Tray,12,Tuesday,1/24/2017 12:38,Afternoon,Weekday
5261,Bread,12,Tuesday,1/24/2017 12:43,Afternoon,Weekday
5261,Focaccia,12,Tuesday,1/24/2017 12:43,Afternoon,Weekday
5261,Medialuna,12,Tuesday,1/24/2017 12:43,Afternoon,Weekday
5261,Cookies,12,Tuesday,1/24/2017 12:43,Afternoon,Weekday
5261,Coffee,12,Tuesday,1/24/2017 12:43,Afternoon,Weekday
5262,Bread,12,Tuesday,1/24/2017 12:46,Afternoon,Weekday
5263,Soup,13,Tuesday,1/24/2017 13:06,Afternoon,Weekday
5264,Chicken Stew,13,Tuesday,1/24/2017 13:14,Afternoon,Weekday
5264,Art Tray,13,Tuesday,1/24/2017 13:14,Afternoon,Weekday
5264,Pastry,13,Tuesday,1/24/2017 13:14,Afternoon,Weekday
5264,Truffles,13,Tuesday,1/24/2017 13:14,Afternoon,Weekday
5264,Coffee,13,Tuesday,1/24/2017 13:14,Afternoon,Weekday
5264,Coke,13,Tuesday,1/24/2017 13:14,Afternoon,Weekday
5264,Bread,13,Tuesday,1/24/2017 13:14,Afternoon,Weekday
5265,Bread,13,Tuesday,1/24/2017 13:17,Afternoon,Weekday
5265,Focaccia,13,Tuesday,1/24/2017 13:17,Afternoon,Weekday
5267,Frittata,13,Tuesday,1/24/2017 13:23,Afternoon,Weekday
5267,Tea,13,Tuesday,1/24/2017 13:23,Afternoon,Weekday
5268,Coffee,13,Tuesday,1/24/2017 13:24,Afternoon,Weekday
5268,Chicken Stew,13,Tuesday,1/24/2017 13:24,Afternoon,Weekday
5268,Art Tray,13,Tuesday,1/24/2017 13:24,Afternoon,Weekday
5269,Bread,13,Tuesday,1/24/2017 13:27,Afternoon,Weekday
5269,Scandinavian,13,Tuesday,1/24/2017 13:27,Afternoon,Weekday
5271,Tea,13,Tuesday,1/24/2017 13:32,Afternoon,Weekday
5271,Tea,13,Tuesday,1/24/2017 13:32,Afternoon,Weekday
5271,Spanish Brunch,13,Tuesday,1/24/2017 13:32,Afternoon,Weekday
5271,Salad,13,Tuesday,1/24/2017 13:32,Afternoon,Weekday
5272,Cake,13,Tuesday,1/24/2017 13:45,Afternoon,Weekday
5273,Coffee,13,Tuesday,1/24/2017 13:50,Afternoon,Weekday
5273,Coffee,13,Tuesday,1/24/2017 13:50,Afternoon,Weekday
5273,Hot chocolate,13,Tuesday,1/24/2017 13:50,Afternoon,Weekday
5274,Spanish Brunch,13,Tuesday,1/24/2017 13:52,Afternoon,Weekday
5274,Juice,13,Tuesday,1/24/2017 13:52,Afternoon,Weekday
5274,Truffles,13,Tuesday,1/24/2017 13:52,Afternoon,Weekday
5275,Coffee,14,Tuesday,1/24/2017 14:07,Afternoon,Weekday
5275,Pastry,14,Tuesday,1/24/2017 14:07,Afternoon,Weekday
5276,Cake,14,Tuesday,1/24/2017 14:12,Afternoon,Weekday
5277,Fudge,14,Tuesday,1/24/2017 14:20,Afternoon,Weekday
5277,Sandwich,14,Tuesday,1/24/2017 14:20,Afternoon,Weekday
5278,Muffin,14,Tuesday,1/24/2017 14:25,Afternoon,Weekday
5278,Cookies,14,Tuesday,1/24/2017 14:25,Afternoon,Weekday
5279,Bread,14,Tuesday,1/24/2017 14:49,Afternoon,Weekday
5279,Bread,14,Tuesday,1/24/2017 14:49,Afternoon,Weekday
5280,Coffee,15,Tuesday,1/24/2017 15:03,Afternoon,Weekday
5281,Coffee,15,Tuesday,1/24/2017 15:08,Afternoon,Weekday
5281,Cake,15,Tuesday,1/24/2017 15:08,Afternoon,Weekday
5282,Tea,15,Tuesday,1/24/2017 15:25,Afternoon,Weekday
5282,Chicken Stew,15,Tuesday,1/24/2017 15:25,Afternoon,Weekday
5283,Bread,16,Tuesday,1/24/2017 16:08,Afternoon,Weekday
5283,Coffee,16,Tuesday,1/24/2017 16:08,Afternoon,Weekday
5283,Cake,16,Tuesday,1/24/2017 16:08,Afternoon,Weekday
5284,Bread,16,Tuesday,1/24/2017 16:18,Afternoon,Weekday
5284,Cake,16,Tuesday,1/24/2017 16:18,Afternoon,Weekday
5285,Bread,16,Tuesday,1/24/2017 16:23,Afternoon,Weekday
5286,Coffee,16,Tuesday,1/24/2017 16:29,Afternoon,Weekday
5286,Bread,16,Tuesday,1/24/2017 16:29,Afternoon,Weekday
5287,Coffee,16,Tuesday,1/24/2017 16:40,Afternoon,Weekday
5287,Pastry,16,Tuesday,1/24/2017 16:40,Afternoon,Weekday
5288,Tea,17,Tuesday,1/24/2017 17:09,Evening,Weekday
5288,Cake,17,Tuesday,1/24/2017 17:09,Evening,Weekday
5289,Bread,8,Wednesday,1/25/2017 8:40,Morning,Weekday
5290,Bread,8,Wednesday,1/25/2017 8:47,Morning,Weekday
5291,Coffee,8,Wednesday,1/25/2017 8:50,Morning,Weekday
5291,Toast,8,Wednesday,1/25/2017 8:50,Morning,Weekday
5292,Coffee,8,Wednesday,1/25/2017 8:53,Morning,Weekday
5293,Bread,9,Wednesday,1/25/2017 9:21,Morning,Weekday
5293,Medialuna,9,Wednesday,1/25/2017 9:21,Morning,Weekday
5294,Eggs,9,Wednesday,1/25/2017 9:44,Morning,Weekday
5294,Coffee,9,Wednesday,1/25/2017 9:44,Morning,Weekday
5294,Pastry,9,Wednesday,1/25/2017 9:44,Morning,Weekday
5295,Coffee,9,Wednesday,1/25/2017 9:47,Morning,Weekday
5296,Scandinavian,10,Wednesday,1/25/2017 10:51,Morning,Weekday
5296,Cookies,10,Wednesday,1/25/2017 10:51,Morning,Weekday
5297,Bread,10,Wednesday,1/25/2017 10:53,Morning,Weekday
5298,Bread,10,Wednesday,1/25/2017 10:54,Morning,Weekday
5299,Bread,10,Wednesday,1/25/2017 10:59,Morning,Weekday
5300,Medialuna,11,Wednesday,1/25/2017 11:18,Morning,Weekday
5301,Farm House,11,Wednesday,1/25/2017 11:26,Morning,Weekday
5302,Baguette,11,Wednesday,1/25/2017 11:27,Morning,Weekday
5302,Bread,11,Wednesday,1/25/2017 11:27,Morning,Weekday
5303,Bread,11,Wednesday,1/25/2017 11:30,Morning,Weekday
5304,Baguette,11,Wednesday,1/25/2017 11:31,Morning,Weekday
5305,Soup,12,Wednesday,1/25/2017 12:05,Afternoon,Weekday
5306,Tea,12,Wednesday,1/25/2017 12:11,Afternoon,Weekday
5307,Coffee,12,Wednesday,1/25/2017 12:36,Afternoon,Weekday
5307,Tea,12,Wednesday,1/25/2017 12:36,Afternoon,Weekday
5307,Cookies,12,Wednesday,1/25/2017 12:36,Afternoon,Weekday
5307,Pastry,12,Wednesday,1/25/2017 12:36,Afternoon,Weekday
5308,Bread,12,Wednesday,1/25/2017 12:41,Afternoon,Weekday
5309,Bread,12,Wednesday,1/25/2017 12:43,Afternoon,Weekday
5310,Coffee,12,Wednesday,1/25/2017 12:49,Afternoon,Weekday
5310,Tea,12,Wednesday,1/25/2017 12:49,Afternoon,Weekday
5310,Sandwich,12,Wednesday,1/25/2017 12:49,Afternoon,Weekday
5310,Chicken Stew,12,Wednesday,1/25/2017 12:49,Afternoon,Weekday
5311,Sandwich,12,Wednesday,1/25/2017 12:54,Afternoon,Weekday
5311,Coffee,12,Wednesday,1/25/2017 12:54,Afternoon,Weekday
5311,Coke,12,Wednesday,1/25/2017 12:54,Afternoon,Weekday
5312,Sandwich,12,Wednesday,1/25/2017 12:56,Afternoon,Weekday
5313,Sandwich,12,Wednesday,1/25/2017 12:57,Afternoon,Weekday
5314,Coffee,13,Wednesday,1/25/2017 13:07,Afternoon,Weekday
5315,Bread,13,Wednesday,1/25/2017 13:49,Afternoon,Weekday
5316,Sandwich,13,Wednesday,1/25/2017 13:54,Afternoon,Weekday
5316,Tea,13,Wednesday,1/25/2017 13:54,Afternoon,Weekday
5316,Coffee,13,Wednesday,1/25/2017 13:54,Afternoon,Weekday
5317,Hot chocolate,14,Wednesday,1/25/2017 14:10,Afternoon,Weekday
5317,Bread,14,Wednesday,1/25/2017 14:10,Afternoon,Weekday
5318,Tea,14,Wednesday,1/25/2017 14:38,Afternoon,Weekday
5318,The Nomad,14,Wednesday,1/25/2017 14:38,Afternoon,Weekday
5318,Cake,14,Wednesday,1/25/2017 14:38,Afternoon,Weekday
5319,Bread,14,Wednesday,1/25/2017 14:39,Afternoon,Weekday
5319,Tea,14,Wednesday,1/25/2017 14:39,Afternoon,Weekday
5319,Soup,14,Wednesday,1/25/2017 14:39,Afternoon,Weekday
5320,Tea,14,Wednesday,1/25/2017 14:41,Afternoon,Weekday
5320,Soup,14,Wednesday,1/25/2017 14:41,Afternoon,Weekday
5320,Sandwich,14,Wednesday,1/25/2017 14:41,Afternoon,Weekday
5320,Medialuna,14,Wednesday,1/25/2017 14:41,Afternoon,Weekday
5321,Coffee,14,Wednesday,1/25/2017 14:57,Afternoon,Weekday
5321,Tea,14,Wednesday,1/25/2017 14:57,Afternoon,Weekday
5321,Cake,14,Wednesday,1/25/2017 14:57,Afternoon,Weekday
5322,Sandwich,14,Wednesday,1/25/2017 14:59,Afternoon,Weekday
5323,Tea,15,Wednesday,1/25/2017 15:18,Afternoon,Weekday
5324,Coke,15,Wednesday,1/25/2017 15:19,Afternoon,Weekday
5325,Bread,15,Wednesday,1/25/2017 15:21,Afternoon,Weekday
5326,Tea,15,Wednesday,1/25/2017 15:28,Afternoon,Weekday
5327,Juice,15,Wednesday,1/25/2017 15:29,Afternoon,Weekday
5327,Cake,15,Wednesday,1/25/2017 15:29,Afternoon,Weekday
5328,Cake,15,Wednesday,1/25/2017 15:58,Afternoon,Weekday
5328,Coffee,15,Wednesday,1/25/2017 15:58,Afternoon,Weekday
5329,Muffin,16,Wednesday,1/25/2017 16:33,Afternoon,Weekday
5336,Bread,8,Thursday,1/26/2017 8:45,Morning,Weekday
5337,Bread,8,Thursday,1/26/2017 8:54,Morning,Weekday
5337,Medialuna,8,Thursday,1/26/2017 8:54,Morning,Weekday
5338,Tea,9,Thursday,1/26/2017 9:15,Morning,Weekday
5339,Bread,9,Thursday,1/26/2017 9:36,Morning,Weekday
5339,Coffee,9,Thursday,1/26/2017 9:36,Morning,Weekday
5340,Bread,9,Thursday,1/26/2017 9:36,Morning,Weekday
5341,Farm House,9,Thursday,1/26/2017 9:48,Morning,Weekday
5342,Bread,9,Thursday,1/26/2017 9:49,Morning,Weekday
5342,Coffee,9,Thursday,1/26/2017 9:49,Morning,Weekday
5342,Tea,9,Thursday,1/26/2017 9:49,Morning,Weekday
5342,Cookies,9,Thursday,1/26/2017 9:49,Morning,Weekday
5342,Hot chocolate,9,Thursday,1/26/2017 9:49,Morning,Weekday
5343,Coffee,9,Thursday,1/26/2017 9:51,Morning,Weekday
5344,Coffee,10,Thursday,1/26/2017 10:40,Morning,Weekday
5345,Bread,10,Thursday,1/26/2017 10:46,Morning,Weekday
5345,Muffin,10,Thursday,1/26/2017 10:46,Morning,Weekday
5345,Coffee,10,Thursday,1/26/2017 10:46,Morning,Weekday
5346,Muffin,11,Thursday,1/26/2017 11:00,Morning,Weekday
5347,Cookies,11,Thursday,1/26/2017 11:05,Morning,Weekday
5347,Juice,11,Thursday,1/26/2017 11:05,Morning,Weekday
5348,Cookies,11,Thursday,1/26/2017 11:07,Morning,Weekday
5348,Cookies,11,Thursday,1/26/2017 11:07,Morning,Weekday
5348,Coffee,11,Thursday,1/26/2017 11:07,Morning,Weekday
5348,Hot chocolate,11,Thursday,1/26/2017 11:07,Morning,Weekday
5349,Tea,11,Thursday,1/26/2017 11:09,Morning,Weekday
5349,Muffin,11,Thursday,1/26/2017 11:09,Morning,Weekday
5349,Cake,11,Thursday,1/26/2017 11:09,Morning,Weekday
5349,Juice,11,Thursday,1/26/2017 11:09,Morning,Weekday
5349,Coffee,11,Thursday,1/26/2017 11:09,Morning,Weekday
5350,Tea,11,Thursday,1/26/2017 11:11,Morning,Weekday
5350,Muffin,11,Thursday,1/26/2017 11:11,Morning,Weekday
5350,Cake,11,Thursday,1/26/2017 11:11,Morning,Weekday
5350,Juice,11,Thursday,1/26/2017 11:11,Morning,Weekday
5350,Coffee,11,Thursday,1/26/2017 11:11,Morning,Weekday
5352,Coffee,11,Thursday,1/26/2017 11:17,Morning,Weekday
5353,Bread,11,Thursday,1/26/2017 11:18,Morning,Weekday
5353,Coffee,11,Thursday,1/26/2017 11:18,Morning,Weekday
5353,Toast,11,Thursday,1/26/2017 11:18,Morning,Weekday
5354,Coffee,11,Thursday,1/26/2017 11:19,Morning,Weekday
5354,Hot chocolate,11,Thursday,1/26/2017 11:19,Morning,Weekday
5354,Art Tray,11,Thursday,1/26/2017 11:19,Morning,Weekday
5354,Sandwich,11,Thursday,1/26/2017 11:19,Morning,Weekday
5355,Juice,11,Thursday,1/26/2017 11:20,Morning,Weekday
5355,Tea,11,Thursday,1/26/2017 11:20,Morning,Weekday
5355,Muffin,11,Thursday,1/26/2017 11:20,Morning,Weekday
5356,Coffee,11,Thursday,1/26/2017 11:35,Morning,Weekday
5356,Coffee,11,Thursday,1/26/2017 11:35,Morning,Weekday
5357,Coffee,11,Thursday,1/26/2017 11:54,Morning,Weekday
5358,Coffee,12,Thursday,1/26/2017 12:13,Afternoon,Weekday
5358,Coffee,12,Thursday,1/26/2017 12:13,Afternoon,Weekday
5358,Cookies,12,Thursday,1/26/2017 12:13,Afternoon,Weekday
5359,Bread,12,Thursday,1/26/2017 12:18,Afternoon,Weekday
5359,Baguette,12,Thursday,1/26/2017 12:18,Afternoon,Weekday
5360,Coffee,12,Thursday,1/26/2017 12:19,Afternoon,Weekday
5360,Bread,12,Thursday,1/26/2017 12:19,Afternoon,Weekday
5361,Coffee,12,Thursday,1/26/2017 12:24,Afternoon,Weekday
5362,Bread,12,Thursday,1/26/2017 12:28,Afternoon,Weekday
5362,Spanish Brunch,12,Thursday,1/26/2017 12:28,Afternoon,Weekday
5363,Coffee,12,Thursday,1/26/2017 12:29,Afternoon,Weekday
5363,Muffin,12,Thursday,1/26/2017 12:29,Afternoon,Weekday
5364,Hot chocolate,12,Thursday,1/26/2017 12:30,Afternoon,Weekday
5364,Baguette,12,Thursday,1/26/2017 12:30,Afternoon,Weekday
5365,Coffee,12,Thursday,1/26/2017 12:36,Afternoon,Weekday
5365,Sandwich,12,Thursday,1/26/2017 12:36,Afternoon,Weekday
5365,Medialuna,12,Thursday,1/26/2017 12:36,Afternoon,Weekday
5366,Bread,12,Thursday,1/26/2017 12:41,Afternoon,Weekday
5367,Coffee,12,Thursday,1/26/2017 12:58,Afternoon,Weekday
5367,Tea,12,Thursday,1/26/2017 12:58,Afternoon,Weekday
5367,Soup,12,Thursday,1/26/2017 12:58,Afternoon,Weekday
5368,Bread,13,Thursday,1/26/2017 13:12,Afternoon,Weekday
5368,Medialuna,13,Thursday,1/26/2017 13:12,Afternoon,Weekday
5369,Chicken Stew,13,Thursday,1/26/2017 13:16,Afternoon,Weekday
5370,Spanish Brunch,13,Thursday,1/26/2017 13:25,Afternoon,Weekday
5370,Tea,13,Thursday,1/26/2017 13:25,Afternoon,Weekday
5370,Coffee,13,Thursday,1/26/2017 13:25,Afternoon,Weekday
5371,Coffee,13,Thursday,1/26/2017 13:40,Afternoon,Weekday
5371,Soup,13,Thursday,1/26/2017 13:40,Afternoon,Weekday
5371,Coffee,13,Thursday,1/26/2017 13:40,Afternoon,Weekday
5371,Muffin,13,Thursday,1/26/2017 13:40,Afternoon,Weekday
5372,Cake,13,Thursday,1/26/2017 13:41,Afternoon,Weekday
5372,Soup,13,Thursday,1/26/2017 13:41,Afternoon,Weekday
5372,Tea,13,Thursday,1/26/2017 13:41,Afternoon,Weekday
5373,Sandwich,13,Thursday,1/26/2017 13:42,Afternoon,Weekday
5373,Bread,13,Thursday,1/26/2017 13:42,Afternoon,Weekday
5373,Muffin,13,Thursday,1/26/2017 13:42,Afternoon,Weekday
5374,Sandwich,13,Thursday,1/26/2017 13:50,Afternoon,Weekday
5374,Coffee,13,Thursday,1/26/2017 13:50,Afternoon,Weekday
5374,Bread,13,Thursday,1/26/2017 13:50,Afternoon,Weekday
5375,Bread,13,Thursday,1/26/2017 13:52,Afternoon,Weekday
5375,Baguette,13,Thursday,1/26/2017 13:52,Afternoon,Weekday
5376,Pastry,14,Thursday,1/26/2017 14:06,Afternoon,Weekday
5376,Bread,14,Thursday,1/26/2017 14:06,Afternoon,Weekday
5376,Jam,14,Thursday,1/26/2017 14:06,Afternoon,Weekday
5377,Bread,14,Thursday,1/26/2017 14:10,Afternoon,Weekday
5378,Pastry,14,Thursday,1/26/2017 14:16,Afternoon,Weekday
5379,Cake,14,Thursday,1/26/2017 14:39,Afternoon,Weekday
5379,Cake,14,Thursday,1/26/2017 14:39,Afternoon,Weekday
5380,Chicken Stew,15,Thursday,1/26/2017 15:08,Afternoon,Weekday
5380,Spanish Brunch,15,Thursday,1/26/2017 15:08,Afternoon,Weekday
5381,Bread,15,Thursday,1/26/2017 15:21,Afternoon,Weekday
5381,Farm House,15,Thursday,1/26/2017 15:21,Afternoon,Weekday
5382,Tea,15,Thursday,1/26/2017 15:26,Afternoon,Weekday
5382,Cake,15,Thursday,1/26/2017 15:26,Afternoon,Weekday
5383,Tea,15,Thursday,1/26/2017 15:39,Afternoon,Weekday
5383,Tea,15,Thursday,1/26/2017 15:39,Afternoon,Weekday
5383,Medialuna,15,Thursday,1/26/2017 15:39,Afternoon,Weekday
5384,Tea,15,Thursday,1/26/2017 15:58,Afternoon,Weekday
5384,Coffee,15,Thursday,1/26/2017 15:58,Afternoon,Weekday
5384,Cookies,15,Thursday,1/26/2017 15:58,Afternoon,Weekday
5385,Coffee,16,Thursday,1/26/2017 16:32,Afternoon,Weekday
5385,Muffin,16,Thursday,1/26/2017 16:32,Afternoon,Weekday
5386,Bread,16,Thursday,1/26/2017 16:56,Afternoon,Weekday
5387,Pastry,8,Friday,1/27/2017 8:29,Morning,Weekday
5387,Hot chocolate,8,Friday,1/27/2017 8:29,Morning,Weekday
5388,Bread,8,Friday,1/27/2017 8:35,Morning,Weekday
5389,Bread,8,Friday,1/27/2017 8:39,Morning,Weekday
5390,Bread,8,Friday,1/27/2017 8:56,Morning,Weekday
5390,Cookies,8,Friday,1/27/2017 8:56,Morning,Weekday
5391,Coffee,9,Friday,1/27/2017 9:00,Morning,Weekday
5391,Toast,9,Friday,1/27/2017 9:00,Morning,Weekday
5392,Bread,9,Friday,1/27/2017 9:12,Morning,Weekday
5392,Bread,9,Friday,1/27/2017 9:12,Morning,Weekday
5393,Coffee,9,Friday,1/27/2017 9:13,Morning,Weekday
5394,Coffee,9,Friday,1/27/2017 9:34,Morning,Weekday
5394,Juice,9,Friday,1/27/2017 9:34,Morning,Weekday
5394,Pastry,9,Friday,1/27/2017 9:34,Morning,Weekday
5395,Cookies,9,Friday,1/27/2017 9:36,Morning,Weekday
5395,Muffin,9,Friday,1/27/2017 9:36,Morning,Weekday
5395,Coffee,9,Friday,1/27/2017 9:36,Morning,Weekday
5395,Coffee,9,Friday,1/27/2017 9:36,Morning,Weekday
5395,Coffee,9,Friday,1/27/2017 9:36,Morning,Weekday
5396,Bread,9,Friday,1/27/2017 9:52,Morning,Weekday
5396,Pastry,9,Friday,1/27/2017 9:52,Morning,Weekday
5397,Medialuna,9,Friday,1/27/2017 9:54,Morning,Weekday
5398,Farm House,9,Friday,1/27/2017 9:55,Morning,Weekday
5399,The Nomad,10,Friday,1/27/2017 10:15,Morning,Weekday
5399,Spanish Brunch,10,Friday,1/27/2017 10:15,Morning,Weekday
5399,Tea,10,Friday,1/27/2017 10:15,Morning,Weekday
5399,Bread,10,Friday,1/27/2017 10:15,Morning,Weekday
5400,Coffee,10,Friday,1/27/2017 10:32,Morning,Weekday
5400,Medialuna,10,Friday,1/27/2017 10:32,Morning,Weekday
5401,Farm House,10,Friday,1/27/2017 10:33,Morning,Weekday
5401,Scandinavian,10,Friday,1/27/2017 10:33,Morning,Weekday
5402,Bread,10,Friday,1/27/2017 10:33,Morning,Weekday
5403,Coffee,10,Friday,1/27/2017 10:40,Morning,Weekday
5404,Coffee,10,Friday,1/27/2017 10:45,Morning,Weekday
5405,Coffee,10,Friday,1/27/2017 10:58,Morning,Weekday
5405,Cookies,10,Friday,1/27/2017 10:58,Morning,Weekday
5405,Bread,10,Friday,1/27/2017 10:58,Morning,Weekday
5406,Coffee,11,Friday,1/27/2017 11:02,Morning,Weekday
5406,Coffee,11,Friday,1/27/2017 11:02,Morning,Weekday
5406,Juice,11,Friday,1/27/2017 11:02,Morning,Weekday
5407,Coffee,11,Friday,1/27/2017 11:05,Morning,Weekday
5407,Medialuna,11,Friday,1/27/2017 11:05,Morning,Weekday
5407,Bread,11,Friday,1/27/2017 11:05,Morning,Weekday
5408,Coffee,11,Friday,1/27/2017 11:06,Morning,Weekday
5408,Toast,11,Friday,1/27/2017 11:06,Morning,Weekday
5409,Coffee,11,Friday,1/27/2017 11:11,Morning,Weekday
5409,Pastry,11,Friday,1/27/2017 11:11,Morning,Weekday
5409,Coffee,11,Friday,1/27/2017 11:11,Morning,Weekday
5410,Farm House,11,Friday,1/27/2017 11:12,Morning,Weekday
5411,Cake,11,Friday,1/27/2017 11:14,Morning,Weekday
5411,Muffin,11,Friday,1/27/2017 11:14,Morning,Weekday
5411,Bread,11,Friday,1/27/2017 11:14,Morning,Weekday
5411,Coffee,11,Friday,1/27/2017 11:14,Morning,Weekday
5411,Coffee,11,Friday,1/27/2017 11:14,Morning,Weekday
5412,Coffee,11,Friday,1/27/2017 11:22,Morning,Weekday
5413,Bread,11,Friday,1/27/2017 11:31,Morning,Weekday
5414,Coffee,11,Friday,1/27/2017 11:40,Morning,Weekday
5414,Muffin,11,Friday,1/27/2017 11:40,Morning,Weekday
5415,Sandwich,11,Friday,1/27/2017 11:52,Morning,Weekday
5416,Pastry,12,Friday,1/27/2017 12:00,Afternoon,Weekday
5416,Hot chocolate,12,Friday,1/27/2017 12:00,Afternoon,Weekday
5416,Coffee,12,Friday,1/27/2017 12:00,Afternoon,Weekday
5416,Cake,12,Friday,1/27/2017 12:00,Afternoon,Weekday
5417,Scone,12,Friday,1/27/2017 12:04,Afternoon,Weekday
5417,Coffee,12,Friday,1/27/2017 12:04,Afternoon,Weekday
5417,Bread,12,Friday,1/27/2017 12:04,Afternoon,Weekday
5418,Coffee,12,Friday,1/27/2017 12:09,Afternoon,Weekday
5418,Coffee,12,Friday,1/27/2017 12:09,Afternoon,Weekday
5418,Tea,12,Friday,1/27/2017 12:09,Afternoon,Weekday
5418,Cake,12,Friday,1/27/2017 12:09,Afternoon,Weekday
5418,Medialuna,12,Friday,1/27/2017 12:09,Afternoon,Weekday
5419,Bread,12,Friday,1/27/2017 12:11,Afternoon,Weekday
5420,Bread,12,Friday,1/27/2017 12:12,Afternoon,Weekday
5421,Tea,12,Friday,1/27/2017 12:15,Afternoon,Weekday
5421,Soup,12,Friday,1/27/2017 12:15,Afternoon,Weekday
5422,Coffee,12,Friday,1/27/2017 12:17,Afternoon,Weekday
5422,Coffee,12,Friday,1/27/2017 12:17,Afternoon,Weekday
5423,Coffee,12,Friday,1/27/2017 12:19,Afternoon,Weekday
5423,Sandwich,12,Friday,1/27/2017 12:19,Afternoon,Weekday
5424,Bread,12,Friday,1/27/2017 12:20,Afternoon,Weekday
5425,Truffles,12,Friday,1/27/2017 12:22,Afternoon,Weekday
5425,Soup,12,Friday,1/27/2017 12:22,Afternoon,Weekday
5426,Soup,12,Friday,1/27/2017 12:22,Afternoon,Weekday
5426,Truffles,12,Friday,1/27/2017 12:22,Afternoon,Weekday
5427,Chicken Stew,12,Friday,1/27/2017 12:45,Afternoon,Weekday
5427,Coffee,12,Friday,1/27/2017 12:45,Afternoon,Weekday
5428,Soup,12,Friday,1/27/2017 12:53,Afternoon,Weekday
5429,Soup,12,Friday,1/27/2017 12:56,Afternoon,Weekday
5430,Spanish Brunch,13,Friday,1/27/2017 13:02,Afternoon,Weekday
5430,Truffles,13,Friday,1/27/2017 13:02,Afternoon,Weekday
5430,Juice,13,Friday,1/27/2017 13:02,Afternoon,Weekday
5430,Sandwich,13,Friday,1/27/2017 13:02,Afternoon,Weekday
5431,Cookies,13,Friday,1/27/2017 13:03,Afternoon,Weekday
5432,Bread,13,Friday,1/27/2017 13:15,Afternoon,Weekday
5432,Muffin,13,Friday,1/27/2017 13:15,Afternoon,Weekday
5433,Coffee,13,Friday,1/27/2017 13:23,Afternoon,Weekday
5433,Tea,13,Friday,1/27/2017 13:23,Afternoon,Weekday
5433,Brownie,13,Friday,1/27/2017 13:23,Afternoon,Weekday
5434,Tea,13,Friday,1/27/2017 13:43,Afternoon,Weekday
5435,Coffee,13,Friday,1/27/2017 13:44,Afternoon,Weekday
5435,Tea,13,Friday,1/27/2017 13:44,Afternoon,Weekday
5435,Soup,13,Friday,1/27/2017 13:44,Afternoon,Weekday
5435,Extra Salami or Feta,13,Friday,1/27/2017 13:44,Afternoon,Weekday
5436,Baguette,13,Friday,1/27/2017 13:44,Afternoon,Weekday
5437,Bread,13,Friday,1/27/2017 13:46,Afternoon,Weekday
5437,Muffin,13,Friday,1/27/2017 13:46,Afternoon,Weekday
5437,Tea,13,Friday,1/27/2017 13:46,Afternoon,Weekday
5437,Soup,13,Friday,1/27/2017 13:46,Afternoon,Weekday
5438,Coffee,13,Friday,1/27/2017 13:48,Afternoon,Weekday
5438,Soup,13,Friday,1/27/2017 13:48,Afternoon,Weekday
5438,Sandwich,13,Friday,1/27/2017 13:48,Afternoon,Weekday
5440,Coffee,13,Friday,1/27/2017 13:59,Afternoon,Weekday
5441,Tea,14,Friday,1/27/2017 14:12,Afternoon,Weekday
5442,Tea,14,Friday,1/27/2017 14:13,Afternoon,Weekday
5443,Tea,14,Friday,1/27/2017 14:14,Afternoon,Weekday
5444,Coffee,14,Friday,1/27/2017 14:23,Afternoon,Weekday
5444,Scone,14,Friday,1/27/2017 14:23,Afternoon,Weekday
5445,Cookies,14,Friday,1/27/2017 14:26,Afternoon,Weekday
5445,Muffin,14,Friday,1/27/2017 14:26,Afternoon,Weekday
5445,Coffee,14,Friday,1/27/2017 14:26,Afternoon,Weekday
5446,Bread,14,Friday,1/27/2017 14:49,Afternoon,Weekday
5446,Cookies,14,Friday,1/27/2017 14:49,Afternoon,Weekday
5447,Coffee,14,Friday,1/27/2017 14:52,Afternoon,Weekday
5448,Scone,15,Friday,1/27/2017 15:01,Afternoon,Weekday
5448,Soup,15,Friday,1/27/2017 15:01,Afternoon,Weekday
5448,Hot chocolate,15,Friday,1/27/2017 15:01,Afternoon,Weekday
5449,Scone,15,Friday,1/27/2017 15:05,Afternoon,Weekday
5449,Coffee,15,Friday,1/27/2017 15:05,Afternoon,Weekday
5450,Bread,15,Friday,1/27/2017 15:05,Afternoon,Weekday
5451,Bread,15,Friday,1/27/2017 15:12,Afternoon,Weekday
5451,Cookies,15,Friday,1/27/2017 15:12,Afternoon,Weekday
5452,Cake,15,Friday,1/27/2017 15:52,Afternoon,Weekday
5452,Toast,15,Friday,1/27/2017 15:52,Afternoon,Weekday
